MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
,,,,,,74529718,Building Materials,Decking & Building Products,Composite Decking & Trim,3529718,DWMT45422,"DWMT45422 Dewalt 1/4"" Drive - 50pc Mechanics Set",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Black & Decker/dewlt (2585),Black & Decker/dewlt,Black & Decker/dewlt,,DWMT45422,,Building Materials>Decking & Building Products>Composite Decking,"Black & Decker/dewlt, Composite Decking & Trim, DWMT45422",COMPOSITE DECKING & TRIM,Black & Decker/dewlt DWMT45422 Composite Decking & Trim,Black & Decker/dewlt Composite Decking & Trim,Composite Decking & Trim,,,,,,,,,,,,,,,,,,,,,,,,,,,Composite Decking & Trim,Model,DWMT45422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black_AND_Decker/dewlt_DWMT45422.jpg,,,,,,,,,Black_AND_Decker/dewlt_DWMT45422_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,46239063,Building Materials,Decking & Building Products,Composite Decking & Trim,2239063,DWMT45424,"DWMT45424 Dewalt 3/8"" Drive - 84pc Mechanics Set",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Black & Decker/dewlt (2585),Black & Decker/dewlt,Black & Decker/dewlt,,DWMT45424,,Building Materials>Decking & Building Products>Composite Decking,"Black & Decker/dewlt, Composite Decking & Trim, DWMT45424",COMPOSITE DECKING & TRIM,Black & Decker/dewlt DWMT45424 Composite Decking & Trim,Black & Decker/dewlt Composite Decking & Trim,Composite Decking & Trim,,,,,,,,,,,,,,,,,,,,,,,,,,,Composite Decking & Trim,Model,DWMT45424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black_AND_Decker/dewlt_DWMT45424.jpg,,,,,,,,,Black_AND_Decker/dewlt_DWMT45424_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,90119129,Tools & Industrial Hardware,Industrial Maintenance,General Supplies,1119129,48-22-9483,48-22-9483 Milw Packout 15pc - Metric Wrench Set,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee Accessory,,48-22-9483,"48-22-9484, 48-22-9485",Tools & Industrial Hardware>Industrial Maintenance>General Supplies,"Milwaukee Accessory, General Supplie, 48-22-9483",GENERAL SUPPLIE,Milwaukee Accessory 48-22-9483 General Supplie,Milwaukee Accessory General Supplie,General Supplie,,,,,,,,,,,,,,,,,,,,,,,,,,,General Supplie,Model,48-22-9483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee_Accessory_48-22-9483.jpg,,,,,,,,,Milwaukee_Accessory_48-22-9483_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,52889379,Tools & Industrial Hardware,Industrial Maintenance,General Supplies,8889379,48-22-9484,48-22-9484 Milw Packout 15pc - SAE Wrench Set,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee Accessory,,48-22-9484,"48-22-9483, 48-22-9485",Tools & Industrial Hardware>Industrial Maintenance>General Supplies,"Milwaukee Accessory, General Supplie, 48-22-9484",GENERAL SUPPLIE,Milwaukee Accessory 48-22-9484 General Supplie,Milwaukee Accessory General Supplie,General Supplie,,,,,,,,,,,,,,,,,,,,,,,,,,,General Supplie,Model,48-22-9484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee_Accessory_48-22-9484.jpg,,,,,,,,,Milwaukee_Accessory_48-22-9484_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,30375872,Tools & Industrial Hardware,Industrial Maintenance,General Supplies,4375872,48-22-9485,48-22-9485 Milw Packout 30pc - Metric & SAE Wrench Set,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee Accessory,,48-22-9485,"48-22-9483, 48-22-9484",Tools & Industrial Hardware>Industrial Maintenance>General Supplies,"Milwaukee Accessory, General Supplie, 48-22-9485",GENERAL SUPPLIE,Milwaukee Accessory 48-22-9485 General Supplie,Milwaukee Accessory General Supplie,General Supplie,,,,,,,,,,,,,,,,,,,,,,,,,,,General Supplie,Model,48-22-9485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee_Accessory_48-22-9485.jpg,,,,,,,,,Milwaukee_Accessory_48-22-9485_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,56479468,Tools & Hardware,Power Tools,Cutting & Drilling Tools,3479468,48-44-2770,48-44-2770 Milw Pole Pruning - Shears Replacement Blade,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee Accessory,,48-44-2770,,Tools & Hardware>Power Tools>Cutting & Drilling Tools,"Milwaukee Accessory, Cutting & Drilling Tool, 48-44-2770",CUTTING & DRILLING TOOL,Milwaukee Accessory 48-44-2770 Cutting & Drilling Tool,Milwaukee Accessory Cutting & Drilling Tool,Cutting & Drilling Tool,,,,,,,,,,,,,,,,,,,,,,,,,,,Cutting & Drilling Tool,Model,48-44-2770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee_Accessory_48-44-2770.jpg,,,,,,,,,Milwaukee_Accessory_48-44-2770_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,89553029,Tools & Industrial Hardware,Industrial Maintenance,General Supplies,9553029,IWHT48441RC,IWHT48441RC Irwin 100ft - Red Chalk & Reel Set,-- Unbranded --,-- No Unilog Brand --,Irwin,Irwin Industrial Tools (5863),Irwin Industrial Tools,Irwin,,IWHT48441RC,,Tools & Industrial Hardware>Industrial Maintenance>General Supplies,"Irwin Industrial Tools, General Supplie, IWHT48441RC",GENERAL SUPPLIE,Irwin IWHT48441RC General Supplie,Irwin General Supplie,General Supplie,,,,,,,,,,,,,,,,,,,,,,,,,,,General Supplie,Model,IWHT48441RC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Irwin_IWHT48441RC.jpg,,,,,,,,,Irwin_IWHT48441RC_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,54644303,Building Materials,Decking & Building Products,Composite Decking & Trim,1644303,XRU23SM1,"XRU23SM1 Makita 18V 13"" - String Trimmer Kit",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Makita Usa Inc (5142),Makita Usa Inc,Makita Usa Inc,,XRU23SM1,,Building Materials>Decking & Building Products>Composite Decking,"Makita Usa Inc, Composite Decking & Trim, XRU23SM1",COMPOSITE DECKING & TRIM 18V,Makita Usa Inc XRU23SM1 Composite Decking & Trim,"Makita Usa Inc Composite Decking & Trim, 18 V",Composite Decking & Trim,,,,,,,,,,,,,,,,,,,,,,,,,,,Composite Decking & Trim,Model,XRU23SM1,,Voltage Rating,18,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Makita_Usa_Inc_XRU23SM1.jpg,,,,,,,,,Makita_Usa_Inc_XRU23SM1_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,64213075,Building Materials,Decking & Building Products,Composite Decking & Trim,2213075,XRU15PT1,XRU15PT1 Makita String Trimmer,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Makita Usa Inc (5142),Makita Usa Inc,Makita Usa Inc,,XRU15PT1,,Building Materials>Decking & Building Products>Composite Decking,"Makita Usa Inc, Composite Decking & Trim, XRU15PT1",COMPOSITE DECKING & TRIM,Makita Usa Inc XRU15PT1 Composite Decking & Trim,Makita Usa Inc Composite Decking & Trim,Composite Decking & Trim,,,,,,,,,,,,,,,,,,,,,,,,,,,Composite Decking & Trim,Model,XRU15PT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Makita_Usa_Inc_XRU15PT1.jpg,,,,,,,,,Makita_Usa_Inc_XRU15PT1_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,57087718,Building Materials,Decking & Building Products,Composite Decking & Trim,4087718,XRU23Z,XRU23Z Makita 18V Trimmer Tool - Only,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Makita Usa Inc (5142),Makita Usa Inc,Makita Usa Inc,,XRU23Z,,Building Materials>Decking & Building Products>Composite Decking,"Makita Usa Inc, Composite Decking & Trim, XRU23Z",COMPOSITE DECKING & TRIM 18V,Makita Usa Inc XRU23Z Composite Decking & Trim,"Makita Usa Inc Composite Decking & Trim, 18 V",Composite Decking & Trim,,,,,,,,,,,,,,,,,,,,,,,,,,,Composite Decking & Trim,Model,XRU23Z,,Voltage Rating,18,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Makita_Usa_Inc_XRU23Z.jpg,,,,,,,,,Makita_Usa_Inc_XRU23Z_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,74031336,Tools & Industrial Hardware,Industrial Maintenance,General Supplies,3031336,0887-20,0887-20 Milw M18 Brushless Precision Blower,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee Accessory,,0887-20,,Tools & Industrial Hardware>Industrial Maintenance>General Supplies,"Milwaukee Accessory, General Supplie, 0887-20",GENERAL SUPPLIE,Milwaukee Accessory 0887-20 General Supplie,Milwaukee Accessory General Supplie,General Supplie,,,,,,,,,,,,,,,,,,,,,,,,,,,General Supplie,Model,0887-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee_Accessory_0887-20.jpg,,,,,,,,,Milwaukee_Accessory_0887-20_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,81416696,Building Materials,Decking & Building Products,Composite Decking & Trim,1416696,DCBL724B,DCBL724B Dewalt 20V Max XR Blower (Bare),-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Black & Decker/dewlt (2585),Black & Decker/dewlt,Black & Decker/dewlt,,DCBL724B,,Building Materials>Decking & Building Products>Composite Decking,"Black & Decker/dewlt, Composite Decking & Trim, DCBL724B",COMPOSITE DECKING & TRIM 20V,Black & Decker/dewlt DCBL724B Composite Decking & Trim,"Black & Decker/dewlt Composite Decking & Trim, 20 V",Composite Decking & Trim,,,,,,,,,,,,,,,,,,,,,,,,,,,Composite Decking & Trim,Model,DCBL724B,,Voltage Rating,20,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black_AND_Decker/dewlt_DCBL724B.jpg,,,,,,,,,Black_AND_Decker/dewlt_DCBL724B_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,30988386,Tools & Industrial Hardware,Industrial Maintenance,General Supplies,4988386,2954-20,2954-20 Milw M18 Bluetooth Jobsite Speaker,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee Accessory,,2954-20,,Tools & Industrial Hardware>Industrial Maintenance>General Supplies,"Milwaukee Accessory, General Supplie, 2954-20",GENERAL SUPPLIE,Milwaukee Accessory 2954-20 General Supplie,Milwaukee Accessory General Supplie,General Supplie,,,,,,,,,,,,,,,,,,,,,,,,,,,General Supplie,Model,2954-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee_Accessory_2954-20.jpg,,,,,,,,,Milwaukee_Accessory_2954-20_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,48577856,Tools & Industrial Hardware,Industrial Maintenance,General Supplies,4577856,2955-20,2955-20 Milw M12 Bluetooth - Jobsite Speaker w/Packout,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee Accessory,,2955-20,,Tools & Industrial Hardware>Industrial Maintenance>General Supplies,"Milwaukee Accessory, General Supplie, 2955-20",GENERAL SUPPLIE,Milwaukee Accessory 2955-20 General Supplie,Milwaukee Accessory General Supplie,General Supplie,,,,,,,,,,,,,,,,,,,,,,,,,,,General Supplie,Model,2955-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee_Accessory_2955-20.jpg,,,,,,,,,Milwaukee_Accessory_2955-20_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,72933265,Abrasives & Industrial,Abrasive Products,Sanding & Grinding Discs,1933265,9A-219-180,9A-219-180 Abranet 4x6x6,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Mirka Abrasives Inc (MIRUS),Mirka Abrasives Inc,Mirka Abrasives Inc,,9A-219-180,,Abrasives & Industrial>Abrasive Products>Discs & Sheets,"Mirka Abrasives Inc, Sanding & Grinding Disc, 9A-219-180",SANDING & GRINDING DISC 9A,Mirka Abrasives Inc 9A-219-180 Sanding & Grinding Disc,"Mirka Abrasives Inc Sanding & Grinding Disc, 9 A",Sanding & Grinding Disc,,,,,,,,,,,,,,,,,,,,,,,,,,,Sanding & Grinding Disc,Model,9A-219-180,,Amperage Rating,9,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mirka_Abrasives_Inc_9A-219-180.jpg,,,,,,,,,Mirka_Abrasives_Inc_9A-219-180_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,19563840,Abrasives & Industrial,Abrasive Products,Sanding & Grinding Discs,2563840,9A-219-120RP,9A-219-120RP Abranet 4x6x6,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Mirka Abrasives Inc (MIRUS),Mirka Abrasives Inc,Mirka Abrasives Inc,,9A-219-120RP,,Abrasives & Industrial>Abrasive Products>Discs & Sheets,"Mirka Abrasives Inc, Sanding & Grinding Disc, 9A-219-120RP",SANDING & GRINDING DISC 9A,Mirka Abrasives Inc 9A-219-120RP Sanding & Grinding Disc,"Mirka Abrasives Inc Sanding & Grinding Disc, 9 A",Sanding & Grinding Disc,,,,,,,,,,,,,,,,,,,,,,,,,,,Sanding & Grinding Disc,Model,9A-219-120RP,,Amperage Rating,9,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mirka_Abrasives_Inc_9A-219-120RP.jpg,,,,,,,,,Mirka_Abrasives_Inc_9A-219-120RP_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,86325884,Building Materials,Decking & Building Products,Composite Decking & Trim,6325884,3033-20,"3033-20 Milw M18 24"" - Hedge Trimmer",-- Unbranded --,-- No Unilog Brand --,Milwaukee,Milwaukee Accessory (4031),Milwaukee Accessory,MILWAUKEE®,,3033-20,,Building Materials>Decking & Building Products>Composite Decking,"Milwaukee Accessory, Composite Decking & Trim, 3033-20",COMPOSITE DECKING & TRIM,MILWAUKEE® 3033-20 Composite Decking & Trim,MILWAUKEE® Composite Decking & Trim,Composite Decking & Trim,,,,,,,,,,,,,,,,,,,,,,,,,,,Composite Decking & Trim,Model,3033-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MILWAUKEE_3033-20.jpg,,,,,,,,,MILWAUKEE_3033-20_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,14430207,Building Materials,Decking & Building Products,Composite Decking & Trim,6430207,3033-21,"3033-21 Milw M18 24"" - Hedge Trimmer Kit",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee Accessory,,3033-21,,Building Materials>Decking & Building Products>Composite Decking,"Milwaukee Accessory, Composite Decking & Trim, 3033-21",COMPOSITE DECKING & TRIM,Milwaukee Accessory 3033-21 Composite Decking & Trim,Milwaukee Accessory Composite Decking & Trim,Composite Decking & Trim,,,,,,,,,,,,,,,,,,,,,,,,,,,Composite Decking & Trim,Model,3033-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee_Accessory_3033-21.jpg,,,,,,,,,Milwaukee_Accessory_3033-21_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
